canonical_smiles,molecule_chembl_id
COc1ccc(C2(c3ccncc3)NC(=N)N(C3CCOCC3)C2=O)cc1,CHEMBL3976403
COc1ccc(C2(C3CCCC3)NC(=N)N(C3CCOCC3)C2=O)cc1,CHEMBL3914640
COc1ccc(C2(c3cnn(C)c3)NC(=N)N(C3CCOCC3)C2=O)cc1,CHEMBL3890167
COc1ccc(C2(C3CCCCC3)NC(=N)N(C3CCCCC3)C2=O)cc1,CHEMBL3913482
N=C1NC(c2cccc(-c3cccnc3)c2)(C2CC2)C(=O)N1C1CCOCC1,CHEMBL3983294
N#Cc1cncc(-c2cccc(C3(C4CC4)NC(=N)N(C4CCOCC4)C3=O)c2)c1,CHEMBL3960162
N=C1NC(c2cccc(-c3cncc(Cl)c3)c2)(C2CC2)C(=O)N1C1CCOCC1,CHEMBL3985353
COc1ccc(C2(C3CC3)NC(=N)N(C3CCOCC3)C2=O)cc1-c1cccc(C#N)c1,CHEMBL3948015
N=C1NC(c2cccc(-c3cccnc3)c2)(C2CC2)C(=O)N1C1CCCCC1,CHEMBL3977267
N#Cc1cncc(-c2cccc(C3(C4CC4)NC(=N)N(C4CCCCC4)C3=O)c2)c1,CHEMBL3939240
N=C1NC(c2cccc(-c3cccnc3)c2)(C2CCCCC2)C(=O)N1C1CCOCC1,CHEMBL3972309
CC(C)CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)O)C(C)C)C(C)C,CHEMBL296588
CCCCCCCCc1cc(CCC(=O)O)c2c(=O)n(CC3CCCO3)c(N)nc2c1,CHEMBL4225298
Nc1nc2cc(-c3ccc(CCCc4ccccc4)cc3-c3ccc(C(=O)O)cc3)ccc2c(=O)n1CC1CCCO1,CHEMBL4226144
Nc1nc2cc(-c3ccc(CCCc4ccccc4)cc3)cc(CCC(=O)O)c2c(=O)n1CC1CCCO1,CHEMBL4228072
CCCCCc1ccc(-c2cc(-c3ccc(C(=O)O)cc3)c3c(=O)n(CC4CCCO4)c(N)nc3c2)cc1,CHEMBL4227074
CCCCCc1ccc(-c2cc(CCC(=O)O)c3c(=O)n(CC4CCCO4)c(N)nc3c2)cc1,CHEMBL4225824
CCCCCCCCc1ccc(-c2ccc3c(=O)n(C[C@@H]4CC[C@H](c5ccccc5)O4)c(N)nc3c2)cc1,CHEMBL4225299
CCCCCCCCc1ccc(-c2ccc3c(=O)n(CC4CCCO4)c(N)nc3c2)cc1,CHEMBL4226087
Nc1nc2cc(-c3ccc(CCCc4ccccc4)cc3)ccc2c(=O)n1C[C@@H]1CC[C@H](c2ccccc2)O1,CHEMBL3763523
Nc1nc2cc(-c3ccc(CCCc4ccccc4)cc3)ccc2c(=O)n1CC1CCCO1,CHEMBL4225394
CCCCCc1ccc(-c2ccc3c(=O)n(C[C@@H]4CC[C@H](c5ccccc5)O4)c(N)nc3c2)cc1,CHEMBL3764174
CCCCCc1ccc(-c2ccc3c(=O)n(CC4CCCO4)c(N)nc3c2)cc1,CHEMBL4228456
Nc1nc2cc(-c3ccccc3)cc(-c3cccc(C(=O)O)c3)c2c(=O)n1CC1CCCO1,CHEMBL4229013
NC(=O)c1ccc(-c2cc(-c3ccccc3)cc3nc(N)n(CC4CCCO4)c(=O)c23)cc1,CHEMBL4229080
Nc1cccc(-c2cc(-c3ccccc3)cc3nc(N)n(CC4CCCO4)c(=O)c23)c1,CHEMBL4228633
Nc1nc2cc(-c3ccccc3)cc(-c3cccnc3)c2c(=O)n1CC1CCCO1,CHEMBL4227924
Nc1nc2cc(-c3ccccc3)cc(-c3ccncc3)c2c(=O)n1CC1CCCO1,CHEMBL4228400
Nc1nc2cc(-c3ccccc3)cc(CC(=O)O)c2c(=O)n1C[C@@H]1CC[C@H](c2ccccc2)O1,CHEMBL4224896
Nc1nc2cc(-c3ccccc3)cc(CC(=O)O)c2c(=O)n1CC1CCCO1,CHEMBL4225481
Nc1nc2cc(-c3ccccc3)cc(-c3ccc(C(=O)O)cc3)c2c(=O)n1C[C@@H]1CC[C@H](c2ccccc2)O1,CHEMBL4226891
Nc1nc2cc(-c3ccccc3)cc(-c3ccc(C(=O)O)cc3)c2c(=O)n1CC1CCCO1,CHEMBL4225038
CCN(CC)C(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)(C)c2cccc(OC)c2)cc(N2CCCCC2)c1,CHEMBL4475791
COc1cccc(C(C)(C)NC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cc(C(=O)NCC(C)(C)OC)cc(N3CCCCC3)c2)c1,CHEMBL4515257
COc1cccc(C(C)(C)NC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cc(C(=O)NCC3CC3)cc(N3CCCCC3)c2)c1,CHEMBL4555241
COc1cccc(C(C)(C)NC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cc(C(=O)NCCC(F)(F)F)cc(N3CCCCC3)c2)c1,CHEMBL4454293
COc1cccc(C(C)(C)NC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cc(C(=O)NCC(C)(C)C)cc(N3CCCCC3)c2)c1,CHEMBL4515147
CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)(C)c2cccc(OC)c2)c1,CHEMBL2334376
CCCN(CCC)C(=O)c1cc(F)cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)(C)c2cccc(OC)c2)c1,CHEMBL4449532
CCCN(CCC)C(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)(C)c2cccc(OC)c2)cc(C(=O)N(CCC)CCC)c1,CHEMBL4449824
COc1cccc(C(C)(C)NC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cccc(C(=O)NCC(C)(C)C)c2)c1,CHEMBL4464784
COc1cccc(C(C)(C)NC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cccc(C(=O)NCCC(F)(F)F)c2)c1,CHEMBL4520253
O=C(C1=C(c2ccc(CCCOc3ccccc3Cl)cc2)CCNC1)N(Cc1ccccc1Cl)C1CC1,CHEMBL4457567
O=C(C1=C(c2ccc(CCCOc3cc(F)ccc3Br)cc2)CCNC1)N(Cc1ccccc1Cl)C1CC1,CHEMBL1088430
Cc1ccc(C)c(OCCCc2ccc(C3=C(C(=O)N(Cc4ccccc4Cl)C4CC4)CNCC3)cc2)c1C,CHEMBL4521042
O=C(C1=C(c2ccc(CCCOc3c(F)ccc(F)c3F)cc2)CCNC1)N(Cc1ccccc1Cl)C1CC1,CHEMBL4466309
CCc1ccc(C(=O)N(Cc2ccc(-c3ccccc3)cc2)C2CCN(Cc3ccccc3)CC2)cc1,CHEMBL4449095
CC(C)(C)c1ccc(C(=O)N(Cc2ccc(-c3ccccc3)cc2)C2CCN(Cc3ccccc3)CC2)cc1,CHEMBL4447636
CCCCCc1ccc(C(=O)N(Cc2ccc(-c3ccccc3)cc2)C2CCN(Cc3ccccc3)CC2)cc1,CHEMBL4576880
CCCCOc1ccc(C(=O)N(Cc2ccc(-c3ccccc3)cc2)C2CCN(Cc3ccccc3)CC2)cc1,CHEMBL4569466
CCCCCCCCCCCC(=O)N(Cc1ccc(-c2ccccc2)cc1)C1CCN(Cc2ccccc2)CC1,CHEMBL4441322
CCN(CC)CCc1nnn(-c2ccc(C)cc2)c1-c1ccc(-c2ccc(OC)cc2)cc1,CHEMBL4448245
CCCCCc1ccc(Cn2nnc(CCN(CC)CC)c2-c2ccc(-c3ccc(OC)cc3)cc2)cc1,CHEMBL4458769
CCCCCc1ccc(-n2nnc(CCN(CC)CC)c2-c2ccc(-c3ccc(OC)cc3)cc2)cc1,CHEMBL4585928
CCCCCc1ccc(-n2nnc(CCN(CC)CC)c2-c2ccc(-c3ccc(OC)cc3)cc2)c(Cl)c1,CHEMBL4564399
CC(=O)N1CC2CC(c3ccc(CCOc4cc(F)ccc4Br)cc3)=C(C(=O)N(C)CCc3ccccc3)C(C1)N2,CHEMBL4574509
CC(=O)N1CC2CC(c3ccc(CCOc4ccc(C(C)(C)C)cc4C)cc3)=C(C(=O)N(C)CCc3ccccc3)C(C1)N2,CHEMBL4558109
CC(=O)N1CC2CC(c3ccc(CCOc4cc(Cl)ccc4Cl)cc3)=C(C(=O)N(C)CCc3ccccc3)C(C1)N2,CHEMBL4517758
CC(=O)N1CC2CC(c3ccc(CCOc4cc(Cl)cc(Cl)c4)cc3)=C(C(=O)N(C)CCc3ccccc3)C(C1)N2,CHEMBL4471662
CC(=O)N1CC2CC(c3ccc(CCOc4cccc(Br)c4)cc3)=C(C(=O)N(C)CCc3ccccc3)C(C1)N2,CHEMBL4474231
CC(=O)N1CC2CC(c3ccc(CCOc4cccc(OC(F)(F)F)c4)cc3)=C(C(=O)N(C)CCc3ccccc3)C(C1)N2,CHEMBL4573790
CCCCCc1ccc(N(CC2CCC(O)C(F)(F)C2)C(=O)Cc2ccc3ccccc3c2)cc1,CHEMBL4466244
Br.Br.CCCCCCc1ccc(S(=O)(=O)[C@@H]2[C@H](NCc3cccc(Br)c3)[C@@H]3CC[C@H]2N3)cc1,CHEMBL4442042
COc1cc2c(cc1OCCc1cccc3ccccc13)C1CCC2N1,CHEMBL4532413
c1ccc2c(CCOc3cc4c(cc3CCCSc3nc5ccccc5s3)C3CCC4N3)cccc2c1,CHEMBL4543723
c1ccc2c(CCOc3cc4c(cc3OCCSc3nc5ccccc5s3)C3CCC4N3)cccc2c1,CHEMBL4529998
Clc1ccc2sc(SCCCc3cc4c(cc3OCCc3cccc5ccccc35)C3CCC4N3)nc2c1,CHEMBL4438283
c1ccc(-c2nnc(SCCOc3cc4c(cc3OCCc3cccc5ccccc35)C3CCC4N3)o2)cc1,CHEMBL4470111
c1ccc(NNc2ccccc2)cc1,CHEMBL558459
c1cc(NNc2ccncc2)ccn1,CHEMBL4455398
CCCC(=O)NN,CHEMBL4458461
COc1ccccc1C(=O)NN,CHEMBL3237776
CC(=O)N1CC2CC(c3ccc(CCOc4ccccc4C(C)(C)C)cc3)=C(C(=O)N(C)CCc3ccccc3)C(C1)N2,CHEMBL4459276
CC(=O)N1CC2CC(c3ccc(CCOc4ccccc4C(C)C)cc3)=C(C(=O)N(C)CCc3ccccc3)C(C1)N2,CHEMBL4536043
COc1cccc(OCCc2ccc(C3=C(C(=O)N(C)CCc4ccccc4)C4CN(C(C)=O)CC(C3)N4)cc2)c1,CHEMBL4439654
CC(=O)N1CC2CC(c3ccc(CCOc4cccc(Cl)c4)cc3)=C(C(=O)N(C)CCc3ccccc3)C(C1)N2,CHEMBL4520702
CC(=O)N1CC2CC(c3ccc(CCOc4ccccc4Cl)cc3)=C(C(=O)N(C)CCc3ccccc3)C(C1)N2,CHEMBL4582671
CC(=O)N1CC2CC(c3ccc(CCOc4ccc(C)cc4C(C)(C)C)cc3)=C(C(=O)N(C)CCc3ccccc3)C(C1)N2,CHEMBL4483470
CCCCCN(CCCCC)CC(O)c1cc2c(c3ccccc13)CCCC2,CHEMBL4581864
CC(C)CCCN(CCCC(C)C)CC(O)c1cc2c(c3ccccc13)CCCC2,CHEMBL4558605
CCCCc1ccc(S(=O)(=O)C2C3CCC(N3)C2NCc2ccc3ccccc3c2)cc1,CHEMBL4590673
CCCCCc1ccc(S(=O)(=O)C2C3CCC(N3)C2NCc2ccc3ccccc3c2)cc1,CHEMBL4472299
CCCCCCc1ccc(S(=O)(=O)C2C3CCC(N3)C2NCc2ccc3ccccc3c2)cc1,CHEMBL4541926
CCCCCCCc1ccc(S(=O)(=O)C2C3CCC(N3)C2NCc2ccc3ccccc3c2)cc1,CHEMBL4585628
CCCCCCCCc1ccc(S(=O)(=O)C2C3CCC(N3)C2NCc2ccc3ccccc3c2)cc1,CHEMBL4578117
CCCCCCCCCc1ccc(S(=O)(=O)C2C3CCC(N3)C2NCc2ccc3ccccc3c2)cc1,CHEMBL4552145
CCCCCCCCCCc1ccc(S(=O)(=O)C2C3CCC(N3)C2NCc2ccc3ccccc3c2)cc1,CHEMBL4553173
CCCCCCCCCCCc1ccc(S(=O)(=O)C2C3CCC(N3)C2NCc2ccc3ccccc3c2)cc1,CHEMBL4554580
O=S(=O)(c1ccc(CCCCC2CCCCC2)cc1)C1C2CCC(N2)C1NCc1ccc2ccccc2c1,CHEMBL4456617
O=S(=O)(c1ccc(CCCCC2CCCC2)cc1)C1C2CCC(N2)C1NCc1ccc2ccccc2c1,CHEMBL4436986
O=S(=O)(c1ccc(CCCCC2CCC2)cc1)C1C2CCC(N2)C1NCc1ccc2ccccc2c1,CHEMBL4457677
CC(C)CCCCc1ccc(S(=O)(=O)C2C3CCC(N3)C2NCc2ccc3ccccc3c2)cc1,CHEMBL4456145
NNC(=O)c1ccccc1[N+](=O)[O-],CHEMBL121769
NNC(=O)C(c1ccccc1)c1ccccc1,CHEMBL4530776
Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@@H]1C(=O)N[C@H]1c2ccccc2C[C@H]1O,CHEMBL4516552
CCCCCc1ccc(C(=O)N(Cc2ccc(-c3cccnc3)cc2)C2CCN(Cc3ccc(O)cc3)CC2)cc1,CHEMBL4531967
CCCCCc1ccc(C(=O)N(Cc2ccc(-c3cccnc3)cc2)C2CCN(CCC(C)C)CC2)cc1,CHEMBL4458921
CCCCCc1ccc(C(=O)N(Cc2ccc(-c3ccc(CC(=O)OC)cc3)cc2)C2CCN(Cc3ncc[nH]3)CC2)cc1,CHEMBL1233569
CCCCCc1ccc(C(=O)N(Cc2ccc(NC(=O)c3cc4ccccc4s3)cc2)C2CCN(CCC(C)C)CC2)cc1,CHEMBL4470715
CCCCCc1ccc(C(=O)N(Cc2ccc(N(C)c3ccncc3)cc2)C2CCN(CCC(C)C)CC2)cc1,CHEMBL1230705
CCCCCc1ccc(C(=O)N(Cc2ccc(Nc3cc(C)nc4ccccc34)cc2)C2CCN(CCC(C)C)CC2)cc1,CHEMBL4543535
CCCCCc1ccc(C(=O)N(Cc2ccc(-c3cc(Cl)ccc3Cl)o2)C2CCN(CCC(C)C)CC2)cc1,CHEMBL4530972
CCCCCc1ccc(C(=O)N(Cc2ccc(-c3ccc(Cl)c(Cl)c3)o2)C2CCN(CCC(C)C)CC2)cc1,CHEMBL4537622
N=C(N)c1ccc(NC(=O)Nc2ccc(Oc3ccccc3)cc2)cc1,CHEMBL1233097
CCCCCc1ccc(N(C[C@@H]2CCC(=O)C(F)(F)C2)C(=O)Cc2ccc3ccccc3c2)cc1,CHEMBL4469961
c1ccc2cc(COC3C4CCC(N4)C3Oc3ccc(OCCSc4nc5ccccc5s4)cc3)ccc2c1,CHEMBL4581955
Clc1ccc2sc(SCCCc3ccc(OC4C5CCC(N5)C4OCc4ccc5ccccc5c4)cc3)nc2c1,CHEMBL4448566
CCCCCCc1ccc(S(=O)(=O)C2C3CCC(N3)C2NCc2ccc3ccccc3c2)cc1,CHEMBL4541926
CCCCCc1ccc(S(=O)(=O)C2C3NC(CC3CNC3CCCC3)C2NCc2ccc3ccccc3c2)cc1,CHEMBL4556003
Nc1ccc(C(=O)CCC2CNCC=C(COC(=O)c3ccc4ccccc4c3)C2)cc1,CHEMBL4554448
CCCCN(CCCC)CC(O)c1cc(Cl)cc2cc(-c3ccc(Cl)c(Cl)c3)ccc12,CHEMBL4435432
CCCCCc1ccc(-c2cc(CCC(=O)O)c3c(=O)n(CC4CCCO4)c(N)nc3c2)cc1,CHEMBL4225824
O=C(Cc1ccccc1)N(Cc1ccccc1)C1CNCC1N(Cc1ccccc1)C(=O)Cc1ccccc1,CHEMBL4518375
COC(=O)CCCC(=O)N1CC2CC(c3ccc(CCCOc4cc(F)ccc4Br)cc3)=C(C(=O)N(Cc3ccccc3)C3CC3)C(C1)N2,CHEMBL4440178
Cc1ccc2c(NNC(=O)c3ccccc3O)c3ccccc3nc2c1C,CHEMBL257594
c1ccc(NNc2ccccc2)cc1,CHEMBL558459
NNC(=O)c1ccccc1[N+](=O)[O-],CHEMBL121769
CCCCCc1ccc(C(=O)N(CCCc2ccccc2)C2CCN(Cc3ccccc3)CC2)cc1,CHEMBL221276
CCCCCc1ccc(C(=O)N(Cc2ccc(-c3ccccc3)cc2)C2CCN(Cc3ccccc3)CC2)cc1,CHEMBL4576880
CCCCCc1ccc(C(=O)N(Cc2ccc(-c3ccc(C#N)cc3)cc2)C2CCN(Cc3ccccc3)CC2)cc1,CHEMBL4587814
CCCCCc1ccc(C(=O)N(Cc2ccc(-c3ccc(OC)c(OC)c3)cc2)C2CCN(Cc3ccccc3)CC2)cc1,CHEMBL4526421
CCCCCc1ccc(C(=O)N(Cc2ccc(-c3ccc(OC)cc3)cc2)C2CCN(CCC(C)C)CC2)cc1,CHEMBL4580614
CCCCCc1ccc(C(=O)N(Cc2ccc(-c3ccc(OC)c(OC)c3)cc2)C2CCN(CCC(C)C)CC2)cc1,CHEMBL4444927
CCCCCc1ccc(C(=O)N(CCN2CCOCC2)Cc2ccc(C(F)(F)F)cc2)cc1,CHEMBL4461109
CCCCCc1ccc(C(=O)N(CCN2CCCCC2)Cc2ccc(C(F)(F)F)cc2)cc1,CHEMBL219895
CCCCCc1ccc(C(=O)N(CCN(CCCC)CCCCC)Cc2ccc(-c3ccc4c(c3)OCO4)cc2)cc1,CHEMBL4515953
CCCCCc1ccc(C(=O)N(CCN(CCCC)CCCCC)Cc2ccc(Nc3ccncc3)cc2)cc1,CHEMBL4460760
CC(C)C[C@H](NC(=O)[C@H](CCl)NC(=O)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)c1ccccn1)C(C)C)C(N)=O,CHEMBL1098668
CC(C)C[C@H](NC(=O)[C@H](CC#N)NC(=O)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)c1ccccn1)C(C)C)C(N)=O,CHEMBL1098669
C#CC[C@H](NC(=O)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)c1ccccn1)C(C)C)C(=O)N[C@@H](CC(C)C)C(N)=O,CHEMBL1098670
C#CCNC(=O)[C@H](Cc1ccccc1)NC(=O)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)c1ccccn1)C(C)C,CHEMBL1098671
Cc1ccc(CNC(=O)[C@@H]2CNC[C@H]2c2ccc(C(F)(F)F)cc2)cc1,CHEMBL4536433
CN(C)c1ccc(CNC(=O)[C@H]2CNC[C@@H]2c2ccc(C(F)(F)F)cc2)cc1,CHEMBL4435264
CCN(CC)c1ccc(CNC(=O)[C@@H]2CNC[C@H]2c2ccc(C(F)(F)F)cc2)cc1,CHEMBL4515188
CN(C)c1ccc(CNC(=O)[C@@H]2CNC[C@H]2c2ccc(C(F)(F)F)c(F)c2)cc1,CHEMBL4483725
CN(C)c1ccc(CNC(=O)[C@@H]2CNC[C@H]2c2ccc(C(F)(F)F)c(Cl)c2)cc1,CHEMBL4567098
CN(C)c1ccc(CNC(=O)[C@@H]2CNC[C@H]2c2ccc(Oc3ccccc3)cc2)cc1,CHEMBL4453475
CN(C)c1ccc(CNC(=O)[C@H]2CNC[C@@H]2c2ccc(C(F)(F)F)nc2)cc1,CHEMBL4475207
Nc1nc2cc(-c3ccc(CCCc4ccccc4)cc3)ccc2c(=O)n1CC1CCC(c2ccccc2)O1,CHEMBL5180448
CCCCCc1ccc(-c2cc(CCC(=O)O)c3c(=O)n(CC4CCCO4)c(N)nc3c2)cc1,CHEMBL4225824
CCCCCc1ccc(-c2cc(-c3ccc(C(=O)O)cc3)c3c(=O)n(CC4CCC(c5ccccc5)O4)c(N)nc3c2)cc1,CHEMBL5194332
Nc1nc2cc(-c3ccc(CCCc4ccccc4)cc3)cc(CCC(=O)O)c2c(=O)n1CC1CCCO1,CHEMBL4228072
